Div. No.,Division Name,School No.,School Name,Low Grade,High Grade,Grade PK,Grade JK,Grade KG,Grade T1,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Grade PG,Total Full-Time,Part-time Students,Total
43,HENRICO CO PBLC SCHS,20,GLEN ALLEN ELEM,PK,5,,,,,18,10,15,14,11,,,,,,,,,75,,75
43,HENRICO CO PBLC SCHS,96,GLEN ALLEN HIGH,9,12,,,,,,,,,,,,,76,57,70,53,,256,,256
43,HENRICO CO PBLC SCHS,380,GLEN LEA ELEM,PK,5,30,,62,,54,54,60,57,57,,,,,,,,,374,,374
43,HENRICO CO PBLC SCHS,140,GODWIN HIGH,9,12,,,,,,,,,,,,,69,69,51,52,,241,,241
43,HENRICO CO PBLC SCHS,260,GREENWOOD ELEM,PK,5,26,,41,,32,47,44,35,40,,,,,,,,,265,,265
43,HENRICO CO PBLC SCHS,94,HARVIE ELEM,KG,5,35,,60,,53,67,66,58,58,,,,,,,,,397,,397
43,HENRICO CO PBLC SCHS,610,HENRICO HIGH,9,12,,,,,,,,,,,,,275,214,198,205,,892,,892
43,HENRICO CO PBLC SCHS,670,HERMITAGE HIGH,9,12,,,,,,,,,,,,,208,217,186,155,,766,,766
43,HENRICO CO PBLC SCHS,640,HIGHLAND SPRINGS ELEM,PK,5,52,,65,,67,64,62,63,71,,,,,,,,,444,,444
43,HENRICO CO PBLC SCHS,190,HIGHLAND SPRINGS HIGH,9,12,,,,,,,,,,,,,332,271,248,218,,1069,,1069
43,HENRICO CO PBLC SCHS,680,HOLLADAY ELEM,PK,5,33,,71,,86,77,75,62,76,,,,,,,,,480,,480
43,HENRICO CO PBLC SCHS,95,HOLMAN MIDDLE ,6,8,,,,,,,,,,30,31,23,,,,,,84,,84
43,HENRICO CO PBLC SCHS,100,HUNGARY CREEK MIDDLE,6,8,,,,,,,,,,101,106,72,,,,,,279,,279
43,HENRICO CO PBLC SCHS,530,JOHNSON ELEM,PK,5,28,,71,,60,67,62,67,58,,,,,,,,,413,,413
43,HENRICO CO PBLC SCHS,82,KAECHELE ELEM,PK,5,,,,,,,,,,,,,,,,,,,,
43,HENRICO CO PBLC SCHS,250,L. DOUGLAS WILDER MIDDLE,6,8,,,,,,,,,,203,213,197,,,,,,613,,613
43,HENRICO CO PBLC SCHS,430,LABURNUM ELEM,PK,5,47,,69,,70,89,73,60,54,,,,,,,,,462,,462
43,HENRICO CO PBLC SCHS,370,LAKESIDE ELEM,PK,5,12,,53,,59,72,60,54,49,,,,,,,,,359,,359
43,HENRICO CO PBLC SCHS,630,LONGAN ELEM,PK,5,24,,26,,37,37,41,44,32,,,,,,,,,241,,241
43,HENRICO CO PBLC SCHS,50,LONGDALE ELEM,PK,5,32,,37,,46,44,62,54,54,,,,,,,,,329,,329
43,HENRICO CO PBLC SCHS,540,MAYBEURY ELEM,PK,5,,,32,,43,45,24,32,34,,,,,,,,,213,,213
43,HENRICO CO PBLC SCHS,450,MEHFOUD ELEM,PK,2,,,41,,52,49,,,,,,,,,,,,146,,146
43,HENRICO CO PBLC SCHS,210,MONTROSE ELEM,PK,5,22,,39,,43,60,45,40,42,,,,,,,,,291,,291
43,HENRICO CO PBLC SCHS,390,MOODY MIDDLE,6,8,,,,,,,,,,92,69,80,,,,,,241,,241
43,HENRICO CO PBLC SCHS,270,NUCKOLS FARM ELEM,PK,5,,,,,,,,,,,,,,,,,,36,,36
43,HENRICO CO PBLC SCHS,440,PEMBERTON ELEM,PK,5,,,11,,,12,12,16,12,,,,,,,,,69,,69
43,HENRICO CO PBLC SCHS,570,PINCHBECK ELEM,PK,5,,,29,,36,37,41,30,27,,,,,,,,,200,,200
43,HENRICO CO PBLC SCHS,280,POCAHONTAS MIDDLE,6,8,,,,,,,,,,45,50,45,,,,,,140,,140
43,HENRICO CO PBLC SCHS,690,QUIOCCASIN MIDDLE SCHOOL,6,8,,,,,,,,,,144,135,127,,,,,,406,,406
43,HENRICO CO PBLC SCHS,420,RATCLIFFE ELEM,PK,5,17,,46,,69,64,47,57,60,,,,,,,,,360,,360
43,HENRICO CO PBLC SCHS,90,RIDGE ELEM,PK,5,,,62,,78,57,74,88,67,,,,,,,,,426,,426
43,HENRICO CO PBLC SCHS,240,RIVERS EDGE ELEM,PK,5,,,,,,,,,,,,,,,,,,27,,27
43,HENRICO CO PBLC SCHS,130,ROLFE MIDDLE,6,8,,,,,,,,,,184,212,194,,,,,,590,,590
43,HENRICO CO PBLC SCHS,220,SANDSTON ELEM,PK,5,29,,21,,13,26,32,14,31,,,,,,,,,166,,166
43,HENRICO CO PBLC SCHS,550,SEVEN PINES ELEM,PK,5,,,36,,38,31,37,40,33,,,,,,,,,217,,217
43,HENRICO CO PBLC SCHS,710,SHADY GROVE ELEM,PK,5,,,,,,,,,,,,,,,,,,17,,17
43,HENRICO CO PBLC SCHS,60,SHORT PUMP ELEM,PK,5,,,10,,,,10,11,11,,,,,,,,,54,,54
43,HENRICO CO PBLC SCHS,80,SHORT PUMP MIDDLE,6,8,,,,,,,,,,15,16,15,,,,,,46,,46
43,HENRICO CO PBLC SCHS,480,SKIPWITH ELEM,PK,5,35,,59,,52,46,35,45,49,,,,,,,,,321,,321
43,HENRICO CO PBLC SCHS,230,SPRINGFIELD PARK ELEM,PK,5,,,15,,21,23,35,22,26,,,,,,,,,144,,144
43,HENRICO CO PBLC SCHS,10,THREE CHOPT ELEM,PK,5,35,,13,,10,13,15,27,22,,,,,,,,,135,,135
43,HENRICO CO PBLC SCHS,490,TREVVETT ELEM,PK,5,18,,35,,34,37,40,50,47,,,,,,,,,261,,261
43,HENRICO CO PBLC SCHS,360,TUCKAHOE ELEM,PK,5,,,,,,,,,,,,,,,,,,24,,24
43,HENRICO CO PBLC SCHS,520,TUCKAHOE MIDDLE,6,8,,,,,,,,,,96,96,103,,,,,,295,,295
43,HENRICO CO PBLC SCHS,600,TUCKER HIGH,9,12,,,,,,,,,,,,,197,178,191,151,,717,,717
43,HENRICO CO PBLC SCHS,310,TWIN HICKORY ELEM,PK,5,,,,,,,,11,,,,,,,,,,35,,35
43,HENRICO CO PBLC SCHS,290,VARINA ELEM,3,5,,,,,,,51,47,55,,,,,,,,,153,,153
43,HENRICO CO PBLC SCHS,580,VARINA HIGH,9,12,,,,,,,,,,,,,254,188,208,162,,812,,812
43,HENRICO CO PBLC SCHS,330,WARD ELEM,PK,5,33,,55,,31,55,48,44,52,,,,,,,,,318,,318
44,HENRY CO PBLC SCHS,361,AXTON ELEM,PK,5,18,,35,,33,40,29,40,32,,,,,,,,,227,,227
44,HENRY CO PBLC SCHS,10,BASSETT HIGH,9,12,,,,,,,,,,,,,197,172,137,129,,635,,635
44,HENRY CO PBLC SCHS,590,CAMPBELL COURT ELEM,PK,5,21,,33,,21,29,26,31,40,,,,,,,,,201,,201
44,HENRY CO PBLC SCHS,662,COLLINSVILLE PRIMARY,PK,2,29,,45,,54,48,,,,,,,,,,,,176,,176
44,HENRY CO PBLC SCHS,530,DREWRY MASON ELEM,PK,5,15,,36,,34,40,42,33,26,,,,,,,,,226,,226
44,HENRY CO PBLC SCHS,620,FIELDALE-COLLINSVILLE MIDDLE,6,8,,,,,,,,,,128,129,126,,,,,,383,,383
44,HENRY CO PBLC SCHS,480,G.W. CARVER ELEM,PK,5,32,,31,,41,48,40,40,40,,,,,,,,,272,,272
44,HENRY CO PBLC SCHS,661,JOHN REDD SMITH ELEM,3,5,,,,,,,47,53,53,,,,,,,,,153,,153
44,HENRY CO PBLC SCHS,670,LAUREL PARK MIDDLE,6,8,,,,,,,,,,132,107,117,,,,,,356,,356
44,HENRY CO PBLC SCHS,20,MAGNA VISTA HIGH,9,12,,,,,,,,,,,,,177,120,119,97,,513,,513
44,HENRY CO PBLC SCHS,872,MOUNT OLIVET ELEM,PK,5,11,,18,,17,16,18,23,17,,,,,,,,,120,,120
44,HENRY CO PBLC SCHS,740,RICH ACRES ELEM,PK,5,12,,21,,27,28,28,21,25,,,,,,,,,162,,162
44,HENRY CO PBLC SCHS,220,SANVILLE ELEM,PK,5,16,,24,,28,27,30,13,17,,,,,,,,,155,,155
44,HENRY CO PBLC SCHS,760,STANLEYTOWN ELEM,PK,5,12,,18,,17,22,25,19,28,,,,,,,,,141,,141
45,HIGHLAND CO PBLC SCHS,110,HIGHLAND ELEM,PK,5,16,,15,,,,,,,,,,,,,,,66,,66
45,HIGHLAND CO PBLC SCHS,220,HIGHLAND HIGH,6,12,,,,,,,,,,11,13,14,10,13,,12,,82,,82
114,HOPEWELL CITY PUBLIC SCHOOLS,110,CARTER G. WOODSON MIDDLE,6,8,,,,,,,,,,176,154,154,,,,,,484,,484
114,HOPEWELL CITY PUBLIC SCHOOLS,40,DUPONT ELEM,KG,5,,,63,,66,65,63,78,65,,,,,,,,,400,,400
114,HOPEWELL CITY PUBLIC SCHOOLS,140,HARRY E. JAMES ELEM,KG,5,,,63,,73,52,62,57,54,,,,,,,,,361,,361
114,HOPEWELL CITY PUBLIC SCHOOLS,120,HOPEWELL HIGH,9,12,,,,,,,,,,,,,236,176,163,173,,748,,748
114,HOPEWELL CITY PUBLIC SCHOOLS,70,PATRICK COPELAND ELEM,KG,5,,,63,,80,67,60,60,50,,,,,,,,,380,,380
114,HOPEWELL CITY PUBLIC SCHOOLS,151,WOODLAWN PRE-SCHOOL LRNG CTR.,PK,PK,216,,,,,,,,,,,,,,,,,216,,216
46,ISLE OF WIGHT CO PBLC SCHS,421,CARROLLTON ELEM,PK,3,11,,32,,27,36,41,,,,,,,,,,,147,,147
46,ISLE OF WIGHT CO PBLC SCHS,280,CARRSVILLE ELEM,PK,5,14,,19,,19,14,11,27,13,,,,,,,,,117,,117
46,ISLE OF WIGHT CO PBLC SCHS,422,GEORGIE D. TYLER MIDDLE,6,8,,,,,,,,,,64,49,40,,,,,,153,,153
46,ISLE OF WIGHT CO PBLC SCHS,320,HARDY ELEM,PK,3,33,,49,,49,55,62,,,,,,,,,,,248,,248
46,ISLE OF WIGHT CO PBLC SCHS,40,SMITHFIELD HIGH,9,12,,,,,,,,,,,,,105,71,70,69,,315,,315
46,ISLE OF WIGHT CO PBLC SCHS,50,SMITHFIELD MIDDLE,7,8,,,,,,,,,,,88,101,,,,,,189,,189
46,ISLE OF WIGHT CO PBLC SCHS,424,WESTSIDE ELEM,4,6,,,,,,,,100,81,90,,,,,,,,271,,271
46,ISLE OF WIGHT CO PBLC SCHS,240,WINDSOR ELEM,PK,5,14,,28,,38,42,51,35,58,,,,,,,,,266,,266
46,ISLE OF WIGHT CO PBLC SCHS,250,WINDSOR HIGH,9,12,,,,,,,,,,,,,48,50,35,24,,157,,157
48,KING GEORGE CO PBLC SCHS,100,KING GEORGE ELEM,KG,6,50,,55,,34,42,63,51,44,43,,,,,,,,382,13,395
48,KING GEORGE CO PBLC SCHS,120,KING GEORGE HIGH,9,12,,,,,,,,,,,,,117,85,82,72,,357,,357
48,KING GEORGE CO PBLC SCHS,10,KING GEORGE MIDDLE,7,8,,,,,,,,,,,116,115,,,,,,231,,231
48,KING GEORGE CO PBLC SCHS,50,POTOMAC ELEM,KG,6,,,16,,21,29,37,33,29,34,,,,,,,,199,,199
48,KING GEORGE CO PBLC SCHS,221,SEALSTON ELEM,KG,6,,,30,,29,51,43,52,27,50,,,,,,,,282,,282
50,KING WILLIAM CO PBLC SCHS,180,ACQUINTON ELEM,3,5,,,,,,,66,54,48,,,,,,,,,168,,168
50,KING WILLIAM CO PBLC SCHS,190,COOL SPRING PRIMARY,PK,2,,,30,,54,42,,,,,,,,,,,,133,,133
50,KING WILLIAM CO PBLC SCHS,160,HAMILTON HOLMES MIDDLE,6,8,,,,,,,,,,84,65,69,,,,,,218,,218
50,KING WILLIAM CO PBLC SCHS,130,KING WILLIAM HIGH,9,12,,,,,,,,,,,,,79,37,55,44,,215,,215
49,KING AND QUEEN CO PBLC SCHS,280,CENTRAL HIGH,8,12,,,,,,,,,,,,20,29,26,22,14,,111,,111
49,KING AND QUEEN CO PBLC SCHS,200,KING & QUEEN ELEM,PK,7,10,,24,,12,24,25,28,19,15,22,,,,,,,179,,179
49,KING AND QUEEN CO PBLC SCHS,290,LAWSON-MARRIOTT ELEM,PK,7,,,,,15,19,30,29,16,18,,,,,,,,152,,152
51,LANCASTER CO PBLC SCHS,10,LANCASTER HIGH,9,12,,,,,,,,,,,,,66,55,40,58,,219,,219
51,LANCASTER CO PBLC SCHS,110,LANCASTER MIDDLE,4,8,,,,,,,,62,47,52,59,55,,,,,,275,,275
51,LANCASTER CO PBLC SCHS,210,LANCASTER PRIMARY,PK,3,61,,53,,57,53,44,,,,,,,,,,,268,,268
52,LEE CO PBLC SCHS,160,DRYDEN ELEM,PK,5,13,,31,,28,28,27,21,28,,,,,,,,,176,,176
52,LEE CO PBLC SCHS,330,ELK KNOB ELEM,PK,5,16,,30,,27,25,23,20,20,,,,,,,,,161,,161
52,LEE CO PBLC SCHS,820,ELYDALE ELEM,5,7,,,,,,,,,17,19,19,,,,,,,55,,55
52,LEE CO PBLC SCHS,630,FLATWOODS ELEM,PK,5,30,,33,,38,23,31,23,27,,,,,,,,,205,,205
52,LEE CO PBLC SCHS,470,JONESVILLE MIDDLE,6,8,,,,,,,,,,32,34,24,,,,,,90,,90
52,LEE CO PBLC SCHS,300,LEE HIGH,9,12,,,,,,,,,,,,,94,56,49,37,,236,,236
52,LEE CO PBLC SCHS,290,PENNINGTON MIDDLE,6,8,,,,,,,,,,55,52,50,,,,,,157,,157
52,LEE CO PBLC SCHS,670,ROSE HILL ELEM,PK,4,13,,23,,25,23,19,26,,,,,,,,,,129,,129
52,LEE CO PBLC SCHS,200,ST. CHARLES ELEM,PK,5,14,,17,,17,19,15,12,11,,,,,,,,,105,,105
52,LEE CO PBLC SCHS,880,THOMAS WALKER HIGH,8,12,,,,,,,,,,,,22,25,25,19,13,,104,,104
137,LEXINGTON CITY PUBLIC SCHOOLS,1390,HARRINGTON WADDELL ELEM,KG,5,,,,,,,16,11,14,,,,,,,,,63,,63
137,LEXINGTON CITY PUBLIC SCHOOLS,1440,LYLBURN DOWNING MIDDLE,6,8,,,,,,,,,,11,17,14,,,,,,42,,42
53,LOUDOUN CO PBLC SCHS,510,ALDIE ELEM,PK,5,,,,,,,,,,,,,,,,,,20,,20
53,LOUDOUN CO PBLC SCHS,150,ALGONKIAN ELEM,PK,5,,,12,,,13,11,11,15,,,,,,,,,71,,71
53,LOUDOUN CO PBLC SCHS,610,ARCOLA ELEM,PK,5,,,13,,12,11,12,10,10,,,,,,,,,71,,71
53,LOUDOUN CO PBLC SCHS,170,ASHBURN ELEM,PK,5,,,16,,16,18,17,19,25,,,,,,,,,111,,111
53,LOUDOUN CO PBLC SCHS,220,BALL'S BLUFF ELEM,PK,5,,,13,,15,29,24,33,25,,,,,,,,,144,,144
53,LOUDOUN CO PBLC SCHS,650,BANNEKER ELEM,PK,5,,,11,,11,11,,14,,,,,,,,,,59,,59
53,LOUDOUN CO PBLC SCHS,940,BELMONT RIDGE MIDDLE,6,8,,,,,,,,,,36,33,34,,,,,,103,,103
53,LOUDOUN CO PBLC SCHS,300,BELMONT STATION ELEM,PK,5,,,,,,,,,10,,,,,,,,,43,,43
53,LOUDOUN CO PBLC SCHS,790,BLUE RIDGE MIDDLE,6,8,,,,,,,,,,33,41,38,,,,,,112,,112
53,LOUDOUN CO PBLC SCHS,420,BRIAR WOODS HIGH,9,12,,,,,,,,,,,,,27,20,15,17,,79,,79
53,LOUDOUN CO PBLC SCHS,740,BROAD RUN HIGH,9,12,,,,,,,,,,,,,65,55,67,73,,261,,261
53,LOUDOUN CO PBLC SCHS,450,BUFFALO TRAIL ELEM,KG,5,,,13,,,,,12,11,,,,,,,,,61,,61
53,LOUDOUN CO PBLC SCHS,460,CARDINAL RIDGE ELEM,PK,5,,,,,16,,18,14,12,,,,,,,,,76,,76
53,LOUDOUN CO PBLC SCHS,710,CATOCTIN ELEM,PK,5,,,17,,25,24,25,19,30,,,,,,,,,143,,143
53,LOUDOUN CO PBLC SCHS,840,CEDAR LANE ELEM,PK,5,,,14,,18,24,25,17,21,,,,,,,,,122,23,145
53,LOUDOUN CO PBLC SCHS,160,COOL SPRING ELEM,PK,5,,,20,,26,39,32,30,25,,,,,,,,,177,,177
53,LOUDOUN CO PBLC SCHS,890,COUNTRYSIDE ELEM,PK,5,,,37,,40,37,41,56,43,,,,,,,,,254,,254
53,LOUDOUN CO PBLC SCHS,540,CREIGHTON'S CORNER ELEM,PK,5,,,11,,13,13,24,,14,,,,,,,,,84,,84
53,LOUDOUN CO PBLC SCHS,1000,DISCOVERY ELEM,PK,5,,,17,,17,13,23,29,19,,,,,,,,,122,,122
53,LOUDOUN CO PBLC SCHS,31,DOMINION HIGH,PK,12,17,,,,,,,,,,,,138,111,122,76,,467,,467
53,LOUDOUN CO PBLC SCHS,470,DOMINION TRAIL ELEM,PK,5,,,24,,21,27,28,35,29,,,,,,,,,166,,166
53,LOUDOUN CO PBLC SCHS,880,EAGLE RIDGE MIDDLE,6,8,,,,,,,,,,25,34,23,,,,,,82,,82
53,LOUDOUN CO PBLC SCHS,730,EMERICK ELEM,PK,5,,,16,,10,,,,,,,,,,,,,56,,56
53,LOUDOUN CO PBLC SCHS,190,EVERGREEN MILL ELEM,PK,5,,,21,,33,34,35,32,27,,,,,,,,,182,22,204
53,LOUDOUN CO PBLC SCHS,210,FARMWELL STATION MIDDLE,6,8,,,,,,,,,,48,52,52,,,,,,152,,152
53,LOUDOUN CO PBLC SCHS,970,FOREST GROVE ELEM,PK,5,,,55,,61,60,64,61,44,,,,,,,,,348,,348
53,LOUDOUN CO PBLC SCHS,91,FRANCES HAZEL REID ELEM,PK,5,,,31,,29,41,31,31,26,,,,,,,,,193,,193
53,LOUDOUN CO PBLC SCHS,530,FREDERICK DOUGLASS ELEM,PK,5,,,43,,42,52,51,39,53,,,,,,,,,280,24,304
53,LOUDOUN CO PBLC SCHS,120,FREEDOM HIGH,9,12,,,,,,,,,,,,,44,47,32,33,,157,,157
53,LOUDOUN CO PBLC SCHS,720,GUILFORD ELEM,PK,5,,,62,,95,86,72,84,66,,,,,,,,,465,,465
53,LOUDOUN CO PBLC SCHS,230,HAMILTON ELEM,PK,5,,,,,,,,,,,,,,,,,,14,,14
53,LOUDOUN CO PBLC SCHS,921,HARMONY MIDDLE,6,8,,,,,,,,,,31,38,29,,,,,,98,,98
53,LOUDOUN CO PBLC SCHS,520,HARPER PARK MIDDLE,6,8,,,,,,,,,,82,66,69,,,,,,217,,217
53,LOUDOUN CO PBLC SCHS,900,HERITAGE HIGH,PK,12,,,,,,,,,,,,,73,69,78,62,,282,22,304
53,LOUDOUN CO PBLC SCHS,111,HILLSBORO CHARTER ACADEMY,PK,5,,,,,,,,,,,,,,,,,,12,,12
53,LOUDOUN CO PBLC SCHS,400,HILLSIDE ELEM,PK,5,,,,,,,,,,,,,,,,,,34,,34
53,LOUDOUN CO PBLC SCHS,820,HORIZON ELEM,PK,5,,,,,19,15,11,11,16,,,,,,,,,87,,87
53,LOUDOUN CO PBLC SCHS,960,HUTCHISON FARM ELEM,PK,5,,,,,,12,,19,12,,,,,,,,,65,23,88
53,LOUDOUN CO PBLC SCHS,580,J MICHAEL LUNSFORD MIDDLE,6,8,,,,,,,,,,34,44,39,,,,,,117,,117
53,LOUDOUN CO PBLC SCHS,20,J. LUPTON SIMPSON MIDDLE,6,8,,,,,,,,,,71,66,63,,,,,,200,,200
53,LOUDOUN CO PBLC SCHS,370,JOHN CHAMPE HS,9,12,,,,,,,,,,,,,52,49,56,46,,203,,203
53,LOUDOUN CO PBLC SCHS,950,JOHN W. TOLBERT JR. ELEM,PK,5,,,,,15,22,19,17,19,,,,,,,,,100,,100
53,LOUDOUN CO PBLC SCHS,600,KENNETH W CULBERT ELEM,PK,5,,,,,,,,,10,,,,,,,,,30,,30
53,LOUDOUN CO PBLC SCHS,80,LEESBURG ELEM,PK,5,,,26,,45,30,36,41,34,,,,,,,,,212,,212
53,LOUDOUN CO PBLC SCHS,430,LEGACY ELEM,PK,5,,,,,,,,,,,,,,,,,,26,,26
53,LOUDOUN CO PBLC SCHS,560,LIBERTY ELEM,PK,5,,,14,,14,26,25,24,23,,,,,,,,,126,,126
53,LOUDOUN CO PBLC SCHS,290,LINCOLN ELEM,PK,5,,,,,,,,,,,,,,,,,,,,
53,LOUDOUN CO PBLC SCHS,860,LITTLE RIVER ELEM,PK,5,,,,,,,,,,,,,,,,,,29,,29
53,LOUDOUN CO PBLC SCHS,660,LOUDOUN COUNTY HIGH,9,12,,,,,,,,,,,,,95,65,73,57,,290,,290
53,LOUDOUN CO PBLC SCHS,680,LOUDOUN VALLEY HIGH,9,12,,,,,,,,,,,,,42,39,44,43,,169,,169
53,LOUDOUN CO PBLC SCHS,780,LOVETTSVILLE ELEM,PK,5,,,11,,12,,11,,11,,,,,,,,,59,,59
53,LOUDOUN CO PBLC SCHS,500,LOWES ISLAND ELEM,PK,5,,,,,,10,,,,,,,,,,,,36,,36
53,LOUDOUN CO PBLC SCHS,130,LUCKETTS ELEM,PK,5,,,,,11,15,12,16,11,,,,,,,,,72,,72
53,LOUDOUN CO PBLC SCHS,1030,MADISON'S TRUST ELEM,PK,5,,,,,,,,,,,,,,,,,,26,,26
53,LOUDOUN CO PBLC SCHS,70,MEADOWLAND ELEM,PK,5,,,22,,27,25,25,40,30,,,,,,,,,169,29,198
53,LOUDOUN CO PBLC SCHS,320,MERCER MIDDLE,6,8,,,,,,,,,,53,57,52,,,,,,162,,162
53,LOUDOUN CO PBLC SCHS,1200,MIDDLEBURG COMMUNITY CHARTER,KG,5,,,,,,,,,,,,,,,,,,10,,10
53,LOUDOUN CO PBLC SCHS,910,MILL RUN ELEM,PK,5,,,,,,,,,,,,,,,,,,30,,30
53,LOUDOUN CO PBLC SCHS,380,MOOREFIELD STATION ELEM,PK,5,,,11,,,11,10,,11,,,,,,,,,56,,56
53,LOUDOUN CO PBLC SCHS,980,MOUNTAIN VIEW ELEM,PK,5,,,16,,14,18,13,19,,,,,,,,,,93,,93
53,LOUDOUN CO PBLC SCHS,270,NEWTON-LEE ELEM,PK,5,,,,,,,,,,,,,,,,,,29,,29
53,LOUDOUN CO PBLC SCHS,60,PARK VIEW HIGH,9,12,,,,,,,,,,,,,281,252,325,218,,1080,,1080
53,LOUDOUN CO PBLC SCHS,340,PINEBROOK ELEM,PK,5,,,13,,13,13,17,15,23,,,,,,,,,94,,94
53,LOUDOUN CO PBLC SCHS,140,POTOMAC FALLS HIGH,9,12,,,,,,,,,,,,,93,87,119,105,,404,,404
53,LOUDOUN CO PBLC SCHS,250,POTOWMACK ELEM,PK,5,,,29,,30,34,33,25,24,,,,,,,,,181,,181
53,LOUDOUN CO PBLC SCHS,930,RIVER BEND MIDDLE,6,8,,,,,,,,,,107,90,84,,,,,,281,,281
53,LOUDOUN CO PBLC SCHS,1050,RIVERSIDE HIGH,9,12,,,,,,,,,,,,,43,30,24,27,,124,,124
53,LOUDOUN CO PBLC SCHS,1060,ROCK RIDGE HIGH,PK,12,13,,,,,,,,,,,,50,50,60,45,,218,,218
53,LOUDOUN CO PBLC SCHS,40,ROLLING RIDGE ELEM,PK,5,,,49,,53,72,71,66,69,,,,,,,,,380,54,434
53,LOUDOUN CO PBLC SCHS,550,ROSA LEE CARTER ELEM,PK,5,,,16,,12,12,19,12,11,,,,,,,,,82,,82
53,LOUDOUN CO PBLC SCHS,180,ROUND HILL ELEM,PK,5,,,,,,,,11,,,,,,,,,,45,,45
53,LOUDOUN CO PBLC SCHS,240,SANDERS CORNER ELEM,PK,5,,,10,,12,18,10,13,14,,,,,,,,,77,,77
53,LOUDOUN CO PBLC SCHS,870,SELDENS LANDING ELEM,PK,5,,,,,17,14,16,11,17,,,,,,,,,82,,82
53,LOUDOUN CO PBLC SCHS,30,SENECA RIDGE MIDDLE,6,8,,,,,,,,,,115,105,92,,,,,,312,,312
53,LOUDOUN CO PBLC SCHS,90,SMART'S MILL MIDDLE,6,8,,,,,,,,,,109,124,86,,,,,,319,,319
53,LOUDOUN CO PBLC SCHS,690,STERLING ELEM,PK,5,17,,38,,45,58,44,54,42,,,,,,,,,298,,298
53,LOUDOUN CO PBLC SCHS,760,STERLING MIDDLE,6,8,,,,,,,,,,238,238,226,,,,,,702,,702
53,LOUDOUN CO PBLC SCHS,350,STEUART W. WELLER ELEM,PK,5,,,13,,30,21,39,15,25,,,,,,,,,143,24,167
53,LOUDOUN CO PBLC SCHS,850,STONE BRIDGE HIGH,9,12,,,,,,,,,,,,,49,41,48,39,,178,,178
53,LOUDOUN CO PBLC SCHS,570,STONE HILL MIDDLE,6,8,,,,,,,,,,56,49,43,,,,,,148,,148
53,LOUDOUN CO PBLC SCHS,10,SUGARLAND ELEM,PK,5,20,,62,,64,77,83,53,56,,,,,,,,,415,,415
53,LOUDOUN CO PBLC SCHS,750,SULLY ELEM,PK,5,,,48,,70,57,67,57,61,,,,,,,,,360,31,391
53,LOUDOUN CO PBLC SCHS,280,SYCOLIN CREEK ELEM,PK,5,,,,,,,,,,,,,,,,,,14,,14
53,LOUDOUN CO PBLC SCHS,1040,TRAILSIDE MIDDLE,6,8,,,,,,,,,,43,52,44,,,,,,139,,139
53,LOUDOUN CO PBLC SCHS,200,TUSCARORA HIGH,PK,12,17,,,,,,,,,,,,123,111,83,72,,408,,408
53,LOUDOUN CO PBLC SCHS,700,WATERFORD ELEM,PK,5,,,,,,,,,,,,,,,,,,,,
53,LOUDOUN CO PBLC SCHS,590,WOODGROVE HIGH,PK,12,12,,,,,,,,,,,,34,26,24,28,,124,,125
54,LOUISA CO PBLC SCHS,660,JOUETT ELEM,PK,5,21,,46,,31,41,41,39,43,,,,,,,,,262,,262
54,LOUISA CO PBLC SCHS,602,LOUISA COUNTY HIGH,9,12,,,,,,,,,,,,,146,150,146,118,,560,,560
54,LOUISA CO PBLC SCHS,601,LOUISA COUNTY MIDDLE,6,8,,,,,,,,,,168,152,150,,,,,,470,,470
54,LOUISA CO PBLC SCHS,80,MOSS-NUCKOLS ELEM,PK,5,15,,27,,40,29,47,27,20,,,,,,,,,205,,205
54,LOUISA CO PBLC SCHS,610,THOMAS JEFFERSON ELEM,PK,5,33,,43,,55,67,64,63,50,,,,,,,,,375,,375
54,LOUISA CO PBLC SCHS,641,TREVILIANS ELEM,PK,5,15,,35,,42,28,45,30,50,,,,,,,,,245,,245
55,LUNENBURG CO PBLC SCHS,560,CENTRAL HIGH,9,12,,,,,,,,,,,,,86,80,41,79,,286,,286
55,LUNENBURG CO PBLC SCHS,240,KENBRIDGE ELEM,PK,5,48,,43,,34,34,29,30,39,,,,,,,,,257,,257
55,LUNENBURG CO PBLC SCHS,171,LUNENBURG MIDDLE,6,8,,,,,,,,,,96,84,78,,,,,,258,,258
55,LUNENBURG CO PBLC SCHS,140,VICTORIA ELEM,KG,5,,,38,,31,45,53,37,54,,,,,,,,,258,,258
115,LYNCHBURG CITY PUBLIC SCHOOLS,290,BEDFORD HILLS ELEM,PK,5,,,31,,36,37,35,35,34,,,,,,,,,211,,211
115,LYNCHBURG CITY PUBLIC SCHOOLS,70,DEARINGTON ELEM/INNOVATION,PK,5,,,22,,30,21,24,17,19,,,,,,,,,138,,138
115,LYNCHBURG CITY PUBLIC SCHOOLS,260,E.C. GLASS HIGH,9,12,,,,,,,,,,,,,182,142,150,119,,600,,600
115,LYNCHBURG CITY PUBLIC SCHOOLS,1102,HERITAGE ELEM,PK,5,27,,51,,44,46,38,39,35,,,,,,,,,280,,280
