Div. No.,Division Name,School No.,School Name,Low Grade,High Grade,Grade PK,Grade JK,Grade KG,Grade T1,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Grade PG,Total Full-Time,Part-time Students,Total
113,HARRISONBURG CITY PUBLIC SCHOOLS,120,BLUESTONE ELEMENTARY,KG,5,,,62,,76,70,60,73,46,,,,,,,,,387,,387.00
113,HARRISONBURG CITY PUBLIC SCHOOLS,12,HARRISONBURG HIGH,9,12,,,,,,,,,,,,,336,309,285,310,,1240,,1240.00
113,HARRISONBURG CITY PUBLIC SCHOOLS,50,KEISTER ELEM,KG,5,38,,43,,34,22,33,30,42,,,,,,,,,242,,242.00
113,HARRISONBURG CITY PUBLIC SCHOOLS,111,SKYLINE MIDDLE,6,8,,,,,,,,,,186,157,158,,,,,,501,,501.00
113,HARRISONBURG CITY PUBLIC SCHOOLS,110,SMITHLAND ELEM,KG,5,111,,51,,61,62,69,74,72,,,,,,,,,500,,500.00
113,HARRISONBURG CITY PUBLIC SCHOOLS,60,SPOTSWOOD ELEM,KG,5,,,55,,63,63,65,69,70,,,,,,,,,385,,385.00
113,HARRISONBURG CITY PUBLIC SCHOOLS,191,STONE SPRING ELEM,KG,5,,,46,,42,58,42,51,43,,,,,,,,,282,,282.00
113,HARRISONBURG CITY PUBLIC SCHOOLS,80,THOMAS HARRISON MIDDLE,6,8,,,,,,,,,,155,153,150,,,,,,458,,458.00
113,HARRISONBURG CITY PUBLIC SCHOOLS,30,WATERMAN ELEM,KG,5,,,73,,56,64,56,59,69,,,,,,,,,377,,377.00
43,HENRICO CO PBLC SCHS,660,ADAMS ELEM,PK,5,31,,20,,21,21,32,42,35,,,,,,,,,202,,202.00
43,HENRICO CO PBLC SCHS,320,ARTHUR ASHE JR. ELEM,PK,5,32,,61,,51,49,49,35,65,,,,,,,,,342,,342.00
43,HENRICO CO PBLC SCHS,470,BAKER ELEM,PK,5,23,,30,,27,33,43,39,34,,,,,,,,,229,,229.00
43,HENRICO CO PBLC SCHS,500,BROOKLAND MIDDLE,6,8,,,,,,,,,,279,229,193,,,,,,701,,701.00
43,HENRICO CO PBLC SCHS,650,CARVER ELEM,PK,5,,,22,,30,23,41,38,43,,,,,,,,,197,,197.00
43,HENRICO CO PBLC SCHS,590,CHAMBERLAYNE ELEM,PK,5,15,,41,,42,43,33,58,31,,,,,,,,,263,,263.00
43,HENRICO CO PBLC SCHS,93,COLONIAL TRAIL ELEM,KG,5,<,,<,,<,15,10,<,<,,,,,,,,,53,,53.00
43,HENRICO CO PBLC SCHS,400,CRESTVIEW ELEM,PK,5,19,,13,,17,21,39,21,27,,,,,,,,,157,,157.00
43,HENRICO CO PBLC SCHS,620,DAVIS ELEM,PK,5,,,21,,18,32,28,23,30,,,,,,,,,152,,152.00
43,HENRICO CO PBLC SCHS,160,DEEP RUN HIGH,9,12,,,,,,,,,,,,,23,17,19,23,,82,,82.00
43,HENRICO CO PBLC SCHS,120,DONAHOE ELEM,PK,5,29,,31,,49,53,54,44,56,,,,,,,,,316,,316.00
43,HENRICO CO PBLC SCHS,700,DUMBARTON ELEM,PK,5,27,,70,,65,55,60,73,58,,,,,,,,,408,,408.00
43,HENRICO CO PBLC SCHS,300,ECHO LAKE ELEM,PK,5,24,,12,,14,11,14,16,27,,,,,,,,,118,,118.00
43,HENRICO CO PBLC SCHS,92,ELKO MIDDLE,6,8,,,,,,,,,,164,165,158,,,,,,487,,487.00
43,HENRICO CO PBLC SCHS,200,FAIR OAKS ELEM,PK,5,<,,10,,28,27,26,34,26,,,,,,,,,153,,153.00
43,HENRICO CO PBLC SCHS,510,FAIRFIELD MIDDLE,6,8,,,,,,,,,,214,214,189,,,,,,617,,617.00
43,HENRICO CO PBLC SCHS,410,FREEMAN HIGH,9,12,,,,,,,,,,,,,119,130,103,88,,440,,440.00
43,HENRICO CO PBLC SCHS,150,GAYTON ELEM,PK,5,<,,<,,<,<,<,12,<,,,,,,,,,41,,41.00
43,HENRICO CO PBLC SCHS,20,GLEN ALLEN ELEM,PK,5,,,15,,<,23,13,13,16,,,,,,,,,84,,84.00
43,HENRICO CO PBLC SCHS,96,GLEN ALLEN HIGH,9,12,,,,,,,,,,,,,69,71,60,53,,253,,253.00
43,HENRICO CO PBLC SCHS,380,GLEN LEA ELEM,PK,5,23,,11,,33,40,36,40,44,,,,,,,,,227,,227.00
43,HENRICO CO PBLC SCHS,140,GODWIN HIGH,9,12,,,,,,,,,,,,,60,62,62,49,,233,,233.00
43,HENRICO CO PBLC SCHS,260,GREENWOOD ELEM,PK,5,24,,33,,33,34,43,45,27,,,,,,,,,239,,239.00
43,HENRICO CO PBLC SCHS,94,HARVIE ELEM,KG,5,25,,53,,56,58,68,50,57,,,,,,,,,367,,367.00
43,HENRICO CO PBLC SCHS,610,HENRICO HIGH,9,12,,,,,,,,,,,,,223,206,185,167,,781,,781.00
43,HENRICO CO PBLC SCHS,670,HERMITAGE HIGH,9,12,,,,,,,,,,,,,250,184,179,170,,783,,783.00
43,HENRICO CO PBLC SCHS,640,HIGHLAND SPRINGS ELEM,PK,5,26,,28,,38,43,50,52,47,,,,,,,,,284,,284.00
43,HENRICO CO PBLC SCHS,190,HIGHLAND SPRINGS HIGH,9,12,,,,,,,,,,,,,310,247,213,202,,972,,972.00
43,HENRICO CO PBLC SCHS,680,HOLLADAY ELEM,PK,5,34,,67,,58,72,59,67,57,,,,,,,,,414,,414.00
43,HENRICO CO PBLC SCHS,95,HOLMAN MIDDLE ,6,8,,,,,,,,,,64,41,36,,,,,,141,,141.00
43,HENRICO CO PBLC SCHS,100,HUNGARY CREEK MIDDLE,6,8,,,,,,,,,,89,99,101,,,,,,289,,289.00
43,HENRICO CO PBLC SCHS,530,JOHNSON ELEM,PK,5,21,,57,,64,54,72,64,58,,,,,,,,,390,,390.00
43,HENRICO CO PBLC SCHS,82,KAECHELE ELEM,PK,5,<,,<,,,<,,,<,,,,,,,,,<,,<
43,HENRICO CO PBLC SCHS,250,L. DOUGLAS WILDER MIDDLE,6,8,,,,,,,,,,144,142,138,,,,,,424,,424.00
43,HENRICO CO PBLC SCHS,430,LABURNUM ELEM,PK,5,20,,19,,41,36,61,34,40,,,,,,,,,251,,251.00
43,HENRICO CO PBLC SCHS,370,LAKESIDE ELEM,PK,5,<,,45,,45,61,51,59,55,,,,,,,,,324,,324.00
43,HENRICO CO PBLC SCHS,630,LONGAN ELEM,PK,5,16,,34,,30,35,33,39,41,,,,,,,,,228,,228.00
43,HENRICO CO PBLC SCHS,50,LONGDALE ELEM,PK,5,26,,44,,34,45,47,62,53,,,,,,,,,311,,311.00
43,HENRICO CO PBLC SCHS,540,MAYBEURY ELEM,PK,5,<,,35,,29,40,36,42,37,,,,,,,,,225,,225.00
43,HENRICO CO PBLC SCHS,450,MEHFOUD ELEM,PK,2,<,,43,,39,50,,,,,,,,,,,,135,,135.00
43,HENRICO CO PBLC SCHS,210,MONTROSE ELEM,PK,5,18,,44,,41,54,52,41,42,,,,,,,,,292,,292.00
43,HENRICO CO PBLC SCHS,390,MOODY MIDDLE,6,8,,,,,,,,,,93,78,71,,,,,,242,,242.00
43,HENRICO CO PBLC SCHS,270,NUCKOLS FARM ELEM,PK,5,,,<,,<,<,<,<,<,,,,,,,,,27,,27.00
43,HENRICO CO PBLC SCHS,440,PEMBERTON ELEM,PK,5,<,,<,,<,<,<,11,12,,,,,,,,,50,,50.00
43,HENRICO CO PBLC SCHS,570,PINCHBECK ELEM,PK,5,,,29,,33,40,38,32,33,,,,,,,,,205,,205.00
43,HENRICO CO PBLC SCHS,280,POCAHONTAS MIDDLE,6,8,,,,,,,,,,54,50,48,,,,,,152,,152.00
43,HENRICO CO PBLC SCHS,690,QUIOCCASIN MIDDLE SCHOOL,6,8,,,,,,,,,,162,156,135,,,,,,453,,453.00
43,HENRICO CO PBLC SCHS,420,RATCLIFFE ELEM,PK,5,,,32,,23,47,30,35,48,,,,,,,,,215,,215.00
43,HENRICO CO PBLC SCHS,90,RIDGE ELEM,PK,5,,,60,,59,70,59,65,65,,,,,,,,,378,,378.00
43,HENRICO CO PBLC SCHS,240,RIVERS EDGE ELEM,PK,5,,,<,,<,<,<,<,<,,,,,,,,,29,,29.00
43,HENRICO CO PBLC SCHS,130,ROLFE MIDDLE,6,8,,,,,,,,,,221,176,182,,,,,,579,,579.00
43,HENRICO CO PBLC SCHS,220,SANDSTON ELEM,PK,5,18,,<,,16,12,19,22,<,,,,,,,,,104,,104.00
43,HENRICO CO PBLC SCHS,550,SEVEN PINES ELEM,PK,5,<,,21,,37,32,24,34,39,,,,,,,,,189,,189.00
43,HENRICO CO PBLC SCHS,710,SHADY GROVE ELEM,PK,5,<,,<,,<,<,<,<,<,,,,,,,,,28,,28.00
43,HENRICO CO PBLC SCHS,60,SHORT PUMP ELEM,PK,5,,,<,,<,12,<,11,13,,,,,,,,,58,,58.00
43,HENRICO CO PBLC SCHS,80,SHORT PUMP MIDDLE,6,8,,,,,,,,,,17,14,16,,,,,,47,,47.00
43,HENRICO CO PBLC SCHS,480,SKIPWITH ELEM,PK,5,19,,47,,53,47,52,39,47,,,,,,,,,304,,304.00
43,HENRICO CO PBLC SCHS,230,SPRINGFIELD PARK ELEM,PK,5,<,,16,,19,27,28,31,26,,,,,,,,,148,,148.00
43,HENRICO CO PBLC SCHS,10,THREE CHOPT ELEM,PK,5,23,,13,,15,<,12,30,23,,,,,,,,,125,,125.00
43,HENRICO CO PBLC SCHS,490,TREVVETT ELEM,PK,5,16,,37,,33,42,38,53,53,,,,,,,,,272,,272.00
43,HENRICO CO PBLC SCHS,360,TUCKAHOE ELEM,PK,5,,,<,,<,<,<,<,<,,,,,,,,,20,,20.00
43,HENRICO CO PBLC SCHS,520,TUCKAHOE MIDDLE,6,8,,,,,,,,,,106,100,80,,,,,,286,,286.00
43,HENRICO CO PBLC SCHS,600,TUCKER HIGH,9,12,,,,,,,,,,,,,195,156,156,161,,668,,668.00
43,HENRICO CO PBLC SCHS,310,TWIN HICKORY ELEM,PK,5,<,,<,,<,<,10,<,<,,,,,,,,,44,,44.00
43,HENRICO CO PBLC SCHS,290,VARINA ELEM,3,5,,,,,,,53,50,52,,,,,,,,,155,,155.00
43,HENRICO CO PBLC SCHS,580,VARINA HIGH,9,12,,,,,,,,,,,,,234,227,158,181,,800,,800.00
43,HENRICO CO PBLC SCHS,330,WARD ELEM,PK,5,17,,42,,47,35,57,56,41,,,,,,,,,295,,295.00
44,HENRY CO PBLC SCHS,361,AXTON ELEM,PK,5,29,,44,,42,42,53,46,52,,,,,,,,,308,,308.00
44,HENRY CO PBLC SCHS,10,BASSETT HIGH,9,12,,,,,,,,,,,,,186,201,163,150,,700,,700.00
44,HENRY CO PBLC SCHS,590,CAMPBELL COURT ELEM,PK,5,24,,38,,39,33,36,38,46,,,,,,,,,254,,254.00
44,HENRY CO PBLC SCHS,662,COLLINSVILLE PRIMARY,PK,2,36,,63,,58,69,,,,,,,,,,,,226,,226.00
44,HENRY CO PBLC SCHS,530,DREWRY MASON ELEM,PK,5,22,,37,,40,43,43,48,36,,,,,,,,,269,,269.00
44,HENRY CO PBLC SCHS,620,FIELDALE-COLLINSVILLE MIDDLE,6,8,,,,,,,,,,196,185,162,,,,,,543,,543.00
44,HENRY CO PBLC SCHS,480,G.W. CARVER ELEM,PK,5,29,,52,,60,52,61,52,50,,,,,,,,,356,,356.00
44,HENRY CO PBLC SCHS,661,JOHN REDD SMITH ELEM,3,5,,,,,,,55,59,59,,,,,,,,,173,,173.00
44,HENRY CO PBLC SCHS,670,LAUREL PARK MIDDLE,6,8,,,,,,,,,,151,155,131,,,,,,437,,437.00
44,HENRY CO PBLC SCHS,20,MAGNA VISTA HIGH,9,12,,,,,,,,,,,,,169,154,136,128,,587,,587.00
44,HENRY CO PBLC SCHS,872,MOUNT OLIVET ELEM,PK,5,14,,34,,31,21,29,23,27,,,,,,,,,179,,179.00
44,HENRY CO PBLC SCHS,740,RICH ACRES ELEM,PK,5,15,,22,,28,36,29,39,26,,,,,,,,,195,,195.00
44,HENRY CO PBLC SCHS,220,SANVILLE ELEM,PK,5,14,,30,,27,31,40,30,21,,,,,,,,,193,,193.00
44,HENRY CO PBLC SCHS,760,STANLEYTOWN ELEM,PK,5,16,,21,,28,22,30,37,28,,,,,,,,,182,,182.00
45,HIGHLAND CO PBLC SCHS,110,HIGHLAND ELEM,PK,5,14,,16,,11,<,<,<,10,,,,,,,,,66,,66.00
45,HIGHLAND CO PBLC SCHS,220,HIGHLAND HIGH,6,12,,,,,,,,,,<,12,13,16,<,10,<,,76,,76.00
114,HOPEWELL CITY PUBLIC SCHOOLS,110,CARTER G. WOODSON MIDDLE,6,8,,,,,,,,,,291,259,267,,,,,,817,,817.00
114,HOPEWELL CITY PUBLIC SCHOOLS,40,DUPONT ELEM,KG,5,,,84,,85,105,91,116,109,,,,,,,,,590,,590.00
114,HOPEWELL CITY PUBLIC SCHOOLS,140,HARRY E. JAMES ELEM,KG,5,,,77,,115,103,89,97,114,,,,,,,,,595,,595.00
114,HOPEWELL CITY PUBLIC SCHOOLS,120,HOPEWELL HIGH,9,12,,,,,,,,,,,,,179,195,160,147,,681,,681.00
114,HOPEWELL CITY PUBLIC SCHOOLS,70,PATRICK COPELAND ELEM,KG,5,,,97,,96,95,104,100,94,,,,,,,,,586,,586.00
114,HOPEWELL CITY PUBLIC SCHOOLS,151,WOODLAWN PRE-SCHOOL LRNG CTR.,PK,PK,274,,,,,,,,,,,,,,,,,274,,274.00
46,ISLE OF WIGHT CO PBLC SCHS,421,CARROLLTON ELEM,PK,3,14,,31,,35,36,46,,,,,,,,,,,162,,162.00
46,ISLE OF WIGHT CO PBLC SCHS,280,CARRSVILLE ELEM,PK,5,15,,18,,18,16,15,11,26,,,,,,,,,119,,119.00
46,ISLE OF WIGHT CO PBLC SCHS,422,GEORGIE D. TYLER MIDDLE,6,8,,,,,,,,,,57,54,46,,,,,,157,,157.00
46,ISLE OF WIGHT CO PBLC SCHS,320,HARDY ELEM,PK,3,26,,44,,42,52,51,,,,,,,,,,,215,,215.00
46,ISLE OF WIGHT CO PBLC SCHS,40,SMITHFIELD HIGH,9,12,,,,,,,,,,,,,117,101,68,73,,359,,359.00
46,ISLE OF WIGHT CO PBLC SCHS,50,SMITHFIELD MIDDLE,7,8,,,,,,,,,,,76,74,,,,,,150,<,151.00
46,ISLE OF WIGHT CO PBLC SCHS,424,WESTSIDE ELEM,4,6,,,,,,,,110,95,91,,,,,,,,296,<,297.00
46,ISLE OF WIGHT CO PBLC SCHS,240,WINDSOR ELEM,PK,5,17,,33,,31,37,43,51,41,,,,,,,,,253,,253.00
46,ISLE OF WIGHT CO PBLC SCHS,250,WINDSOR HIGH,9,12,,,,,,,,,,,,,56,35,42,34,,167,,167.00
48,KING GEORGE CO PBLC SCHS,100,KING GEORGE ELEM,KG,6,46,,46,,54,39,49,59,56,42,,,,,,,,391,,391.00
48,KING GEORGE CO PBLC SCHS,120,KING GEORGE HIGH,9,12,,,,,,,,,,,,,121,99,75,84,<,381,,381.00
48,KING GEORGE CO PBLC SCHS,10,KING GEORGE MIDDLE,7,8,,,,,,,,,,,123,133,,,,,,256,,256.00
48,KING GEORGE CO PBLC SCHS,50,POTOMAC ELEM,KG,6,,,37,,29,27,35,41,41,41,,,,,,,,251,,251.00
48,KING GEORGE CO PBLC SCHS,221,SEALSTON ELEM,KG,6,,,26,,31,32,45,45,43,34,,,,,,,,256,,256.00
50,KING WILLIAM CO PBLC SCHS,180,ACQUINTON ELEM,3,5,,,,,,,57,78,56,,,,,,,,,191,,191.00
50,KING WILLIAM CO PBLC SCHS,190,COOL SPRING PRIMARY,PK,2,<,,48,,39,69,,,,,,,,,,,,162,,162.00
50,KING WILLIAM CO PBLC SCHS,160,HAMILTON HOLMES MIDDLE,6,8,,,,,,,,,,52,90,63,,,,,,205,,205.00
50,KING WILLIAM CO PBLC SCHS,130,KING WILLIAM HIGH,9,12,,,,,,,,,,,,,84,72,40,49,,245,,245.00
49,KING AND QUEEN CO PBLC SCHS,280,CENTRAL HIGH,8,12,,,,,,,,,,,,28,25,30,23,17,<,124,,124.00
49,KING AND QUEEN CO PBLC SCHS,200,KING & QUEEN ELEM,PK,7,13,,21,,22,12,18,23,26,12,16,,,,,,,163,,163.00
49,KING AND QUEEN CO PBLC SCHS,290,LAWSON-MARRIOTT ELEM,PK,7,16,,16,,14,18,17,20,23,16,17,,,,,,,157,,157.00
51,LANCASTER CO PBLC SCHS,10,LANCASTER HIGH,9,12,,,,,,,,,,,,,51,48,51,35,,185,,185.00
51,LANCASTER CO PBLC SCHS,110,LANCASTER MIDDLE,4,8,,,,,,,,40,55,47,51,52,,,,,,245,,245.00
51,LANCASTER CO PBLC SCHS,210,LANCASTER PRIMARY,PK,3,59,,43,,54,54,61,,,,,,,,,,,271,,271.00
52,LEE CO PBLC SCHS,160,DRYDEN ELEM,PK,5,22,,40,,33,45,34,28,35,,,,,,,,,237,,237.00
52,LEE CO PBLC SCHS,330,ELK KNOB ELEM,PK,5,16,,33,,38,27,35,43,22,,,,,,,,,214,,214.00
52,LEE CO PBLC SCHS,820,ELYDALE ELEM,5,7,,,,,,,,,36,27,31,,,,,,,94,,94.00
52,LEE CO PBLC SCHS,630,FLATWOODS ELEM,PK,5,19,,38,,40,48,28,42,35,,,,,,,,,250,,250.00
52,LEE CO PBLC SCHS,470,JONESVILLE MIDDLE,6,8,,,,,,,,,,45,44,42,,,,,,131,,131.00
52,LEE CO PBLC SCHS,300,LEE HIGH,9,12,,,,,,,,,,,,,112,105,68,57,,342,,342.00
52,LEE CO PBLC SCHS,290,PENNINGTON MIDDLE,6,8,,,,,,,,,,75,70,88,,,,,,233,,233.00
52,LEE CO PBLC SCHS,670,ROSE HILL ELEM,PK,4,15,,24,,31,25,30,26,,,,,,,,,,151,,151.00
52,LEE CO PBLC SCHS,200,ST. CHARLES ELEM,PK,5,12,,26,,27,12,25,19,17,,,,,,,,,138,,138.00
52,LEE CO PBLC SCHS,880,THOMAS WALKER HIGH,8,12,,,,,,,,,,,,33,52,27,36,26,,174,,174.00
137,LEXINGTON CITY PUBLIC SCHOOLS,1390,HARRINGTON WADDELL ELEM,KG,5,,,,,<,10,13,11,,,,,,,,,,39,,39.00
137,LEXINGTON CITY PUBLIC SCHOOLS,1440,LYLBURN DOWNING MIDDLE,6,8,,,,,,,,,,15,18,17,,,,,,50,,50.00
53,LOUDOUN CO PBLC SCHS,510,ALDIE ELEM,PK,5,,,<,,<,<,<,<,<,,,,,,,,,22,,22.00
53,LOUDOUN CO PBLC SCHS,150,ALGONKIAN ELEM,PK,5,,,15,,10,<,10,<,17,,,,,,,,,67,,67.00
53,LOUDOUN CO PBLC SCHS,610,ARCOLA ELEM,PK,5,<,,<,,10,11,14,11,13,,,,,,,,,67,,67.00
53,LOUDOUN CO PBLC SCHS,170,ASHBURN ELEM,PK,5,<,,11,,17,<,22,17,16,,,,,,,,,93,,93.00
53,LOUDOUN CO PBLC SCHS,220,BALL'S BLUFF ELEM,PK,5,<,,17,,21,18,22,27,35,,,,,,,,,145,,145.00
53,LOUDOUN CO PBLC SCHS,650,BANNEKER ELEM,PK,5,,,10,,10,11,10,<,14,,,,,,,,,59,,59.00
53,LOUDOUN CO PBLC SCHS,940,BELMONT RIDGE MIDDLE,6,8,,,,,,,,,,42,43,38,,,,,,123,<,124.00
53,LOUDOUN CO PBLC SCHS,300,BELMONT STATION ELEM,PK,5,<,,<,,<,11,<,<,<,,,,,,,,,46,,46.00
53,LOUDOUN CO PBLC SCHS,790,BLUE RIDGE MIDDLE,6,8,,,,,,,,,,40,28,41,,,,,,109,,109.00
53,LOUDOUN CO PBLC SCHS,1120,BRAMBLETON MIDDLE SCHOOL,6,8,,,,,,,,,,26,21,25,,,,,,72,,72.00
53,LOUDOUN CO PBLC SCHS,420,BRIAR WOODS HIGH,9,12,,,,,,,,,,,,,25,26,19,18,,88,,88.00
53,LOUDOUN CO PBLC SCHS,740,BROAD RUN HIGH,9,12,,,,,,,,,,,,,64,80,63,63,,270,,270.00
53,LOUDOUN CO PBLC SCHS,450,BUFFALO TRAIL ELEM,KG,5,,,<,,16,<,<,10,12,,,,,,,,,56,,56.00
53,LOUDOUN CO PBLC SCHS,460,CARDINAL RIDGE ELEM,PK,5,,,24,,<,19,12,16,18,,,,,,,,,94,,94.00
53,LOUDOUN CO PBLC SCHS,710,CATOCTIN ELEM,PK,5,<,,30,,23,26,29,32,18,,,,,,,,,160,,160.00
53,LOUDOUN CO PBLC SCHS,840,CEDAR LANE ELEM,PK,5,<,,15,,24,27,29,29,21,,,,,,,,,149,,149.00
53,LOUDOUN CO PBLC SCHS,160,COOL SPRING ELEM,PK,5,<,,37,,22,23,39,41,33,,,,,,,,,196,,196.00
53,LOUDOUN CO PBLC SCHS,890,COUNTRYSIDE ELEM,PK,5,,,28,,35,47,34,40,46,,,,,,,,,230,,230.00
53,LOUDOUN CO PBLC SCHS,540,CREIGHTON'S CORNER ELEM,PK,5,,,14,,16,13,12,25,<,,,,,,,,,88,,88.00
53,LOUDOUN CO PBLC SCHS,1000,DISCOVERY ELEM,PK,5,<,,27,,21,26,21,31,27,,,,,,,,,154,,154.00
53,LOUDOUN CO PBLC SCHS,31,DOMINION HIGH,PK,12,18,,,,,,,,,,,,126,131,110,113,<,499,,499.00
53,LOUDOUN CO PBLC SCHS,470,DOMINION TRAIL ELEM,PK,5,<,,28,,34,27,31,31,42,,,,,,,,,199,,199.00
53,LOUDOUN CO PBLC SCHS,880,EAGLE RIDGE MIDDLE,6,8,,,,,,,,,,18,23,29,,,,,,70,,70.00
53,LOUDOUN CO PBLC SCHS,730,EMERICK ELEM,PK,5,,,<,,<,10,<,<,<,,,,,,,,,45,,45.00
53,LOUDOUN CO PBLC SCHS,190,EVERGREEN MILL ELEM,PK,5,<,,25,,26,34,30,35,32,,,,,,,,,186,29,215.00
53,LOUDOUN CO PBLC SCHS,210,FARMWELL STATION MIDDLE,6,8,,,,,,,,,,92,73,67,,,,,,232,,232.00
53,LOUDOUN CO PBLC SCHS,970,FOREST GROVE ELEM,PK,5,<,,56,,59,61,56,63,59,,,,,,,,,362,,362.00
53,LOUDOUN CO PBLC SCHS,91,FRANCES HAZEL REID ELEM,PK,5,<,,24,,36,28,32,40,34,,,,,,,,,195,,195.00
53,LOUDOUN CO PBLC SCHS,530,FREDERICK DOUGLASS ELEM,PK,5,<,,36,,46,45,53,54,50,,,,,,,,,286,26,312.00
53,LOUDOUN CO PBLC SCHS,120,FREEDOM HIGH,9,12,,,,,,,,,,,,,42,49,45,36,,172,,172.00
53,LOUDOUN CO PBLC SCHS,720,GUILFORD ELEM,PK,5,,,71,,66,90,88,81,85,,,,,,,,,481,,481.00
53,LOUDOUN CO PBLC SCHS,230,HAMILTON ELEM,PK,5,,,<,,<,<,<,<,<,,,,,,,,,16,,16.00
53,LOUDOUN CO PBLC SCHS,921,HARMONY MIDDLE,6,8,,,,,,,,,,29,32,26,,,,,,87,,87.00
53,LOUDOUN CO PBLC SCHS,520,HARPER PARK MIDDLE,6,8,,,,,,,,,,79,81,76,,,,,,236,,236.00
53,LOUDOUN CO PBLC SCHS,900,HERITAGE HIGH,PK,12,<,,,,,,,,,,,,82,90,74,73,<,320,27,347.00
53,LOUDOUN CO PBLC SCHS,111,HILLSBORO CHARTER ACADEMY,PK,5,,,<,,,<,<,<,,,,,,,,,,10,,10.00
53,LOUDOUN CO PBLC SCHS,400,HILLSIDE ELEM,PK,5,<,,<,,<,<,<,<,10,,,,,,,,,43,,43.00
53,LOUDOUN CO PBLC SCHS,820,HORIZON ELEM,PK,5,<,,<,,16,15,<,13,15,,,,,,,,,80,,80.00
53,LOUDOUN CO PBLC SCHS,960,HUTCHISON FARM ELEM,PK,5,<,,15,,15,12,18,14,21,,,,,,,,,97,29,126.00
53,LOUDOUN CO PBLC SCHS,580,J MICHAEL LUNSFORD MIDDLE,6,8,,,,,,,,,,43,46,55,,,,,,144,,144.00
53,LOUDOUN CO PBLC SCHS,20,J. LUPTON SIMPSON MIDDLE,6,8,,,,,,,,,,93,77,67,,,,,,237,,237.00
53,LOUDOUN CO PBLC SCHS,370,JOHN CHAMPE HS,9,12,,,,,,,,,,,,,60,64,47,61,,232,,232.00
53,LOUDOUN CO PBLC SCHS,950,JOHN W. TOLBERT JR. ELEM,PK,5,,,25,,13,19,20,22,25,,,,,,,,,124,,124.00
53,LOUDOUN CO PBLC SCHS,600,KENNETH W CULBERT ELEM,PK,5,,,<,,<,<,<,<,<,,,,,,,,,41,,41.00
53,LOUDOUN CO PBLC SCHS,80,LEESBURG ELEM,PK,5,,,26,,30,41,32,36,40,,,,,,,,,205,,205.00
53,LOUDOUN CO PBLC SCHS,430,LEGACY ELEM,PK,5,<,,,,<,<,<,<,<,,,,,,,,,26,,26.00
53,LOUDOUN CO PBLC SCHS,560,LIBERTY ELEM,PK,5,,,<,,18,18,29,21,33,,,,,,,,,124,,124.00
53,LOUDOUN CO PBLC SCHS,290,LINCOLN ELEM,PK,5,,,,,<,,<,,<,,,,,,,,,<,,<
53,LOUDOUN CO PBLC SCHS,860,LITTLE RIVER ELEM,PK,5,<,,12,,<,<,<,<,<,,,,,,,,,40,,40.00
53,LOUDOUN CO PBLC SCHS,660,LOUDOUN COUNTY HIGH,9,12,,,,,,,,,,,,,62,84,67,67,,280,,280.00
53,LOUDOUN CO PBLC SCHS,680,LOUDOUN VALLEY HIGH,9,12,,,,,,,,,,,,,39,38,36,36,<,150,,150.00
53,LOUDOUN CO PBLC SCHS,780,LOVETTSVILLE ELEM,PK,5,,,<,,10,13,<,10,12,,,,,,,,,58,,58.00
53,LOUDOUN CO PBLC SCHS,500,LOWES ISLAND ELEM,PK,5,,,<,,12,<,<,<,<,,,,,,,,,43,,43.00
53,LOUDOUN CO PBLC SCHS,130,LUCKETTS ELEM,PK,5,,,<,,<,13,13,<,15,,,,,,,,,57,,57.00
53,LOUDOUN CO PBLC SCHS,1030,MADISON'S TRUST ELEM,PK,5,<,,<,,11,12,<,<,<,,,,,,,,,50,,50.00
53,LOUDOUN CO PBLC SCHS,70,MEADOWLAND ELEM,PK,5,<,,23,,25,29,27,25,42,,,,,,,,,171,28,199.00
53,LOUDOUN CO PBLC SCHS,320,MERCER MIDDLE,6,8,,,,,,,,,,56,58,60,,,,,,174,,174.00
53,LOUDOUN CO PBLC SCHS,1200,MIDDLEBURG COMMUNITY CHARTER,KG,5,,,<,,<,,<,<,,,,,,,,,,<,,<
53,LOUDOUN CO PBLC SCHS,910,MILL RUN ELEM,PK,5,,,<,,<,<,<,<,<,,,,,,,,,36,,36.00
53,LOUDOUN CO PBLC SCHS,380,MOOREFIELD STATION ELEM,PK,5,<,,11,,21,<,10,11,13,,,,,,,,,79,,79.00
53,LOUDOUN CO PBLC SCHS,980,MOUNTAIN VIEW ELEM,PK,5,<,,13,,18,16,18,15,20,,,,,,,,,103,,103.00
53,LOUDOUN CO PBLC SCHS,270,NEWTON-LEE ELEM,PK,5,<,,<,,<,<,<,<,<,,,,,,,,,37,29,66.00
53,LOUDOUN CO PBLC SCHS,60,PARK VIEW HIGH,9,12,,,,,,,,,,,,,241,282,266,263,<,1054,,1054.00
53,LOUDOUN CO PBLC SCHS,340,PINEBROOK ELEM,PK,5,,,13,,15,18,16,23,17,,,,,,,,,102,,102.00
53,LOUDOUN CO PBLC SCHS,140,POTOMAC FALLS HIGH,9,12,,,,,,,,,,,,,99,105,99,103,,406,,406.00
53,LOUDOUN CO PBLC SCHS,250,POTOWMACK ELEM,PK,5,<,,34,,40,33,38,33,26,,,,,,,,,210,,210.00
